Country Name,Country Code,Series,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Slovak Republic,SVK,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,1729.15008,1734.38561,1611.62387,1719.19562,1786.98286,1543.20878,1479.1744,1626.1686,..,..,..,..,..,..,..
Slovak Republic,SVK,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,143167,143782,149082,154680,158195,161906,163740,165009,166312,..,..,..,..,..,..
Slovak Republic,SVK,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,549760,530300,509791,481574,464957,454032,446922,441619,441952,..,..,..,..,..,..
Slovak Republic,SVK,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,212421,209213,209325,211407,213766,216266,219866,225427,229456,..,..,..,..,..,..
Slovenia,SVN,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,6281,6401,6434,6468,6666,6836,8663,..,..,..,..,..,..,..,..
Slovenia,SVN,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,15251,15047,14915,14657,14369,14036,15351,..,..,..,..,..,..,..,..
Slovenia,SVN,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,5330,5699,6161,6337,6523,6648,6698,..,6626,..,..,..,..,..,..
Slovenia,SVN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,99.7,..,..,..,..,..,..,..,..,..,..
Slovenia,SVN,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,274.44357,322.00376,307.73581,290.11697,323.59016,238.24619,233.03306,254.54327,..,..,..,..,..,..,..
Slovenia,SVN,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,761.89188,801.84913,727.18847,730.85415,746.11884,599.46786,616.74545,663.64029,..,..,..,..,..,..,..
Slovenia,SVN,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,990.37827,1037.78053,878.91971,885.34074,877.70688,727.50388,740.00699,800.03536,..,..,..,..,..,..,..
Slovenia,SVN,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,49234,52224,56392,58234,59733,60444,60994,60759,60664,..,..,..,..,..,..
Slovenia,SVN,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,138354,134861,132221,147563,145179,143247,148896,147920,147003,..,..,..,..,..,..
Slovenia,SVN,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,106883,106946,107965,109218,111648,115560,119563,123998,129123,..,..,..,..,..,..
Small states,SST,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,194513.6307,197940.6592,202883.2308,205392.3643,206152.4758,210143.4704,214797.0008,220110.339,222085.5794,228155.8283,..,..,..,..,..
Small states,SST,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,178253.4179,178406.0197,182177.7445,185338.063,187238.012,192030.5078,200023.9165,206847.9859,201176.6379,203169.6013,..,..,..,..,..
Small states,SST,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,53424.14997,55561.83761,58415.6088,61306.59191,62953.9068,66803.35096,66821.13095,68202.79892,68449.03567,69981.07741,..,..,..,..,..
Small states,SST,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,83.99236,84.53432,84.70603,85.03682,85.36804,86.40521,86.35237,86.51476,86.69132,86.9055,..,..,..,..,..
Small states,SST,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Small states,SST,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Small states,SST,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Small states,SST,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,873933.3182,905450.0327,927744.7404,948603.4358,975446.8869,1012510.757,1015951.276,1039194.111,1054568.455,1074826.936,..,..,..,..,..
Small states,SST,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,2737400.807,2772088.405,2783780.036,2782486.418,2807533.847,2819721.823,2852601.949,2877905.128,2906971.895,2948585.657,..,..,..,..,..
Small states,SST,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,4614614.06,4652131.551,4637530.096,4665585.023,4710923.476,4775459.662,4831735.393,4898704.368,4971615.565,5043675.508,..,..,..,..,..
Solomon Islands,SLB,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,4789,5022,5097,4880,5019,4051,4262,4205,4149,..,..,..,..,..,..
Solomon Islands,SLB,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,1415,1680,1607,..,..,2202,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,1200,1111,1216,1330,1424,2002,..,2119,2084,..,..,..,..,..,..
Solomon Islands,SLB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,46516,46983,44438,45009,47309,48509,52358,55163,48661,..,..,..,..,..,..
Solomon Islands,SLB,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,39706,40124,41660,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,95379,98066,97547,100517,101981,104236,107203,108396,105428,..,..,..,..,..,..
Somalia,SOM,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,238032,213440,212657,220544,219579,249103,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,..,..,..,190022,192359,182937,182981.5934,..,..,..,..,..,..
South Africa,ZAF,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,23104,24772,25687,28902,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,92.87732,93.10214,93.72947,..,94.1399,94.36792,..,87.04667,..,..,..,..,..,..,..
South Africa,ZAF,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,182.63686,287.02685,359.79549,..,340.11243,..,..,282.98379,313.49315,340.03415,..,..,..,..,..
South Africa,ZAF,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,7190.12179,9063.06753,10590.80553,..,8605.13243,..,..,7044.82106,8342.15151,8982.7059,..,..,..,..,..
South Africa,ZAF,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,5325.23809,7367.12096,8027.75557,..,6813.94075,6409.84853,..,5328.1104,6622.48512,7132.32926,..,..,..,..,..
South Africa,ZAF,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,756822,753131,815935,822731,856764,862553,847064,862195,824169,..,..,..,..,..,..
South Africa,ZAF,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,4689600,4756111,4843800,..,5220975,5279196,5164481,5052180,4878960,..,..,..,..,..,..
South Africa,ZAF,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,7024368,6957432,7004482,7063849,7195183,7555842,7569924,7582154,7568387,..,..,..,..,..,..
South Asia,SAS,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,5012080.219,5198444,5274501.055,5677293.973,5736617.302,5768593,5554832,5845187,5567338.508,5849035.587,..,..,..,..,..
South Asia,SAS,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,5271924.917,5457347.233,5789808.518,5085338.832,5343663.011,5424556.384,6023033.29,6194014.677,6152475.154,7573379.845,..,..,..,..,..
South Asia,SAS,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,1276314.412,1387611.876,1465959.14,1584519.226,1654023.507,1018030.204,1850175.34,2007615.382,2069044.302,2135841.362,..,..,..,..,..
South Asia,SAS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,66.01901,66.51319,67.26778,68.01311,68.73479,69.65735,70.99917,71.69515,72.24388,72.95145,..,..,..,..,..
South Asia,SAS,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia,SAS,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia,SAS,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia,SAS,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,41221375.59,44615620.35,46542409.38,49152780.41,50588542.16,52459285.85,54375686.71,57077235.38,56940244.73,57469478.75,..,..,..,..,..
South Asia,SAS,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,136026970.3,142933459,149841801.2,151858469.9,163148314.2,164729071.3,169266036.4,166656497.8,170274520.8,169935334.1,..,..,..,..,..
South Asia,SAS,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,186210608,186360473,188740962.3,189900764.2,187683056.4,188484679.5,197232625.3,194537238,175117140.8,173283916.1,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,5012080.219,5198444,5274501.055,5677293.973,5736617.302,5768593,5554832,5845187,5567338.508,5849035.587,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,5271924.917,5457347.233,5789808.518,5085338.832,5343663.011,5424556.384,6023033.29,6194014.677,6152475.154,7573379.845,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,1276314.412,1387611.876,1465959.14,1584519.226,1654023.507,1018030.204,1850175.34,2007615.382,2069044.302,2135841.362,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,66.01901,66.51319,67.26778,68.01311,68.73479,69.65735,70.99917,71.69515,72.24388,72.95145,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,41221375.59,44615620.35,46542409.38,49152780.41,50588542.16,52459285.85,54375686.71,57077235.38,56940244.73,57469478.75,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,136026970.3,142933459,149841801.2,151858469.9,163148314.2,164729071.3,169266036.4,166656497.8,170274520.8,169935334.1,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,186210608,186360473,188740962.3,189900764.2,187683056.4,188484679.5,197232625.3,194537238,175117140.8,173283916.1,..,..,..,..,..
South Sudan,SSD,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,..,29073,..,..,..,27248,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,..,..,..,5974,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,1551,..,..,..,3197,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,34.52276,..,..,..,..,..,..
South Sudan,SSD,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,0.42508,..,..,1.27796,1.23853,0.49287,..,..,..,..,..,..,..,..
South Sudan,SSD,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,89.79562,..,76.31015,130.66259,110.02814,67.34999,..,..,..,..,..,..,..,..
South Sudan,SSD,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,16.9509,..,13.02092,37.7074,36.81839,22.64654,..,..,..,..,..,..,..,..
South Sudan,SSD,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,..,55857,..,..,..,110824,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,..,133999,..,..,..,164135,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,..,1450738,..,..,..,1273852,..,..,..,..,..,..,..,..,..
Spain,ESP,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,219409,223644,223517,220323,226066,228299,233065,231683,233424,..,..,..,..,..,..
Spain,ESP,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,294775,293861,290401,274393,276116,276487,286786,288074,294148,..,..,..,..,..,..
Spain,ESP,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,..,..,105304,101906,99581,100424,98270,97784,..,..,..,..,..,..
Spain,ESP,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,97.7489,97.78375,97.89454,98.07913,98.09372,98.14326,98.25051,..,98.4365,..,..,..,..,..,..
Spain,ESP,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,9694.0864,10175.0435,6593.92161,6601.14637,6643.98141,5654.74777,5661.33974,5830.47095,..,..,..,..,..,..,..
Spain,ESP,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,17623.61163,18497.97987,15364.51408,15396.80625,15515.04858,13648.69149,14030.18892,14861.66797,..,..,..,..,..,..,..
Spain,ESP,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,25506.75817,26772.23653,22103.72406,21754.29762,21650.97853,18854.46574,19437.59867,20509.80233,..,..,..,..,..,..,..
Spain,ESP,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,..,..,..,1465571,1443001,1398107,1365360,1321027,1296004,..,..,..,..,..,..
Spain,ESP,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,3185008,3248018,3296129,3296359,3288424,3313127,3329389,3332678,3371069,..,..,..,..,..,..
Spain,ESP,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,2720989,2772909,2816584,2934648,2960626,3010404,3027751,3042396,3043396,..,..,..,..,..,..
Sri Lanka,LKA,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,71957,72114,71721,74415,75143,76803,76426,76173,78389,..,..,..,..,..,..
Sri Lanka,LKA,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,149153,149886,..,..,..,150320,151803,155543,..,..,..,..,..,..
Sri Lanka,LKA,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,26904,27667,29341,29292,31417,33277,34312,35017,35455,..,..,..,..,..,..
Sri Lanka,LKA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,91.18136,..,..,..,..,..,92.3869,91.89575,91.70982,..,..,..,..,..,..
Sri Lanka,LKA,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,0,0,0,..,0,0,0,0,0,..,..,..,..,..,..
Sri Lanka,LKA,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,244.05532,285.92779,244.67211,276.98913,439.75858,508.48785,991.82534,816.87804,560.79385,..,..,..,..,..,..
Sri Lanka,LKA,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,518.61755,607.59655,519.92823,591.35877,722.55236,846.33087,1432.74595,1252.51564,859.19337,..,..,..,..,..,..
Sri Lanka,LKA,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,420241,431819,441392,453390,465489,492625,506522,484225,464189,..,..,..,..,..,..
Sri Lanka,LKA,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,2524673,2573842,2590357,2605597,..,..,2618895,2648660,2727965,..,..,..,..,..,..
Sri Lanka,LKA,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,1720806,1735475,1752137,1767322,1777822,1778176,1770517,1746843,1725424,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,443,459,385,385,401,362,393,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,465,468,448,386,515,519,527,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,84,89,..,103,145,156,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,3.7965,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,5.21787,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,9.82037,13.61259,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,1685,1796,..,1557,1807,1650,1275,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,4309,4297,3673,4792,4370,4318,4175,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,6255,5993,5812,5589,5533,5466,5452,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,1051,1071,1054,1065,1216,1088,1087,1054,1077,1081,..,..,..,..,..
St. Lucia,LCA,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,1020,1019,1027,1154,1063,1126,1077,1070,1058,1046,..,..,..,..,..
St. Lucia,LCA,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,338,330,340,345,354,..,576,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,0.86448,0.8248,0.81644,..,..,0.95903,..,..,0,..,..,..,..,..,..
St. Lucia,LCA,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,20.63769,22.56884,20.78543,22.97168,22.9638,23.20157,24.84142,23.95577,23.35802,..,..,..,..,..,..
St. Lucia,LCA,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,22.25116,24.0471,23.59519,24.09173,26.06243,29.74357,29.00246,..,26.82507,..,..,..,..,..,..
St. Lucia,LCA,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,3421,3423,3483,3382,3621,3183,3421,3458,3259,3236,..,..,..,..,..
St. Lucia,LCA,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,16017,15608,14721,14055,13566,13215,12694,12217,11792,11394,..,..,..,..,..
St. Lucia,LCA,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,19483,18894,18172,17748,17286,16822,16445,16054,15874,15693,..,..,..,..,..
St. Martin (French part),MAF,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,887,..,877,890,856,897,908,905,917,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,680,650,680,706,670,685,706,704,707,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,..,..,405,..,319,472,452,450,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,0.68402,0.62681,..,..,0.71972,0.73871,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,14.33576,14.61748,..,15.71177,16.37578,15.46987,16.65636,16.61821,17.04489,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,12.56401,12.72807,..,14.90286,15.154,15.02211,14.51189,14.43656,14.5728,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,..,..,..,2871,2537,3342,3487,3564,3655,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,11426,10927,10419,10394,10342,10286,10117,10113,9808,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,14435,13363,13811,13609,13427,13362,13179,13026,13198,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,3360968.508,3569031.119,3575633.005,4012096.543,4193490.708,4297306.992,4427512.238,4583344.384,4727631.523,4828698.41,..,..,..,..,..
Sub-Saharan Africa,SSF,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,1974838.074,2279265.974,2213123.775,2579033.804,2644842.664,2804106.362,2774109.697,2879092.817,2937927.399,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,478032.5729,527138.3771,594501.5777,672858.0672,574737.2702,619392.8597,796478.317,756112.3091,842763.4276,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,58.73373,60.30552,61.43905,62.30361,62.95409,63.54936,64.25766,64.51749,65.03898,65.46861,..,..,..,..,..
Sub-Saharan Africa,SSF,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,13987089.81,15522750.77,18216102.91,20479879.35,17147813.2,18819553.24,24053084.67,24683280.25,25036389.64,25612798.25,..,..,..,..,..
Sub-Saharan Africa,SSF,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,46552790.82,49204631.92,52016705.77,56624027.47,56586076.3,58880343.43,59652280.43,61341294.16,63206173.67,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,139859774,145696505.2,150989485.3,155651552.9,159277392.1,161259260.3,165660137.5,170124595.9,174770065,179271725.3,..,..,..,..,..
